#x points: 9 #c points: 150
xloc: cloc: weight: f
values below 10e-5 have been chopped
0.1 -7.99797 0.00520637 0
0.1 -7.98931 0.0121107 0
0.1 -7.97375 0.0190043 0
0.1 -7.95132 0.0258659 0
0.1 -7.92204 0.0326828 0
0.1 -7.88597 0.0394433 0
0.1 -7.84317 0.0461355 0
0.1 -7.79372 0.0527478 0
0.1 -7.73771 0.0592688 0
0.1 -7.67522 0.0656873 0
0.1 -7.60637 0.071992 0
0.1 -7.53128 0.078172 0
0.1 -7.45007 0.0842168 0
0.1 -7.36289 0.0901157 0
0.1 -7.26989 0.0958587 0
0.1 -7.17123 0.101436 0
0.1 -7.06708 0.106837 0
0.1 -6.95762 0.112054 0
0.1 -6.84304 0.117076 0
0.1 -6.72353 0.121896 0
0.1 -6.59932 0.126504 0
0.1 -6.4706 0.130894 0
0.1 -6.3376 0.135057 0
0.1 -6.20056 0.138987 0
0.1 -6.05971 0.142675 0
0.1 -5.91529 0.146117 0
0.1 -5.76756 0.149306 0
0.1 -5.61677 0.152236 0
0.1 -5.46318 0.154903 0
0.1 -5.30705 0.157302 0
0.1 -5.14866 0.159428 0
0.1 -4.98829 0.161278 0.0000181926
0.1 -4.8262 0.162849 0.000037525
0.1 -4.66268 0.164138 0.0000756316
0.1 -4.49802 0.165143 0.000148626
0.1 -4.33249 0.165862 0.000284193
0.1 -4.16639 0.166294 0.000527763
0.1 -4. 0.166438 0.000950195
0.1 -3.83361 0.166294 0.00165591
0.1 -3.66751 0.165862 0.00278911
0.1 -3.50198 0.165143 0.00453427
0.1 -3.33732 0.164138 0.00710563
0.1 -3.1738 0.162849 0.0107206
0.1 -3.01171 0.161278 0.0155534
0.1 -2.85134 0.159428 0.02167
0.1 -2.69295 0.157302 0.0289526
0.1 -2.53682 0.154903 0.0370279
0.1 -2.38323 0.152236 0.0452207
0.1 -2.23244 0.149306 0.0525544
0.1 -2.08471 0.146117 0.0578118
0.1 -1.94029 0.142675 0.0596599
0.1 -1.79944 0.138987 0.0568217
0.1 -1.6624 0.135057 0.048268
0.1 -1.5294 0.130894 0.0333888
0.1 -1.40068 0.126504 0.0121098
0.1 -1.27647 0.121896 -0.015071
0.1 -1.15696 0.117076 -0.0471335
0.1 -1.04238 0.112054 -0.0826601
0.1 -0.93292 0.106837 -0.120009
0.1 -0.828768 0.101436 -0.157501
0.1 -0.730107 0.0958587 -0.193591
0.1 -0.637106 0.0901157 -0.227003
0.1 -0.549927 0.0842168 -0.256803
0.1 -0.468721 0.078172 -0.282431
0.1 -0.393628 0.071992 -0.303679
0.1 -0.324779 0.0656873 -0.320643
0.1 -0.262292 0.0592688 -0.333648
0.1 -0.206275 0.0527478 -0.343181
0.1 -0.156827 0.0461355 -0.349814
0.1 -0.114031 0.0394433 -0.354144
0.1 -0.0779627 0.0326828 -0.35675
0.1 -0.0486841 0.0258659 -0.358151
0.1 -0.0262459 0.0190043 -0.358787
0.1 -0.0106863 0.0121107 -0.359005
0.1 -0.0020289 0.00520637 -0.359009
