#x points: 9 #c points: 140
xloc: cloc: weight: f
values below 10e-5 have been chopped
0.1 -7.99767 0.00597089 0
0.1 -7.98775 0.0138876 0
0.1 -7.9699 0.0217884 0
0.1 -7.94418 0.0296471 0
0.1 -7.91063 0.0374471 0
0.1 -7.86931 0.0451727 0
0.1 -7.82031 0.0528088 0
0.1 -7.76373 0.06034 0
0.1 -7.69967 0.0677513 0
0.1 -7.62827 0.0750282 0
0.1 -7.54967 0.0821562 0
0.1 -7.46401 0.089121 0
0.1 -7.37148 0.0959088 0
0.1 -7.27226 0.102506 0
0.1 -7.16654 0.1089 0
0.1 -7.05453 0.115078 0
0.1 -6.93646 0.121027 0
0.1 -6.81256 0.126736 0
0.1 -6.68307 0.132193 0
0.1 -6.54826 0.137388 0
0.1 -6.40839 0.14231 0
0.1 -6.26373 0.14695 0
0.1 -6.11458 0.151298 0
0.1 -5.96124 0.155345 0
0.1 -5.804 0.159084 0
0.1 -5.64317 0.162507 0
0.1 -5.47909 0.165608 0
0.1 -5.31207 0.16838 0
0.1 -5.14244 0.170817 0
0.1 -4.97055 0.172915 0.0000197209
0.1 -4.79672 0.17467 0.0000426723
0.1 -4.62132 0.176078 0.0000898765
0.1 -4.44468 0.177137 0.000183773
0.1 -4.26716 0.177844 0.000363905
0.1 -4.08911 0.178198 0.000696285
0.1 -3.91089 0.178198 0.00128464
0.1 -3.73284 0.177844 0.00228109
0.1 -3.55532 0.177137 0.00389152
0.1 -3.37868 0.176078 0.00636813
0.1 -3.20328 0.17467 0.00998062
0.1 -3.02945 0.172915 0.0149591
0.1 -2.85756 0.170817 0.0214079
0.1 -2.68793 0.16838 0.0292007
0.1 -2.52091 0.165608 0.037879
0.1 -2.35683 0.162507 0.046588
0.1 -2.196 0.159084 0.0540827
0.1 -2.03876 0.155345 0.0588265
0.1 -1.88542 0.151298 0.0591824
0.1 -1.73627 0.14695 0.0536668
0.1 -1.59161 0.14231 0.0412134
0.1 -1.45174 0.137388 0.0213871
0.1 -1.31693 0.132193 -0.00550605
0.1 -1.18744 0.126736 -0.0384363
0.1 -1.06354 0.121027 -0.0757898
0.1 -0.945468 0.115078 -0.115596
0.1 -0.83346 0.1089 -0.155788
0.1 -0.72774 0.102506 -0.194454
0.1 -0.628516 0.0959088 -0.23002
0.1 -0.535985 0.089121 -0.26137
0.1 -0.450333 0.0821562 -0.287874
0.1 -0.371728 0.0750282 -0.309356
0.1 -0.300326 0.0677513 -0.326017
0.1 -0.23627 0.06034 -0.338336
0.1 -0.179686 0.0528088 -0.346961
0.1 -0.130687 0.0451727 -0.352617
0.1 -0.0893704 0.0374471 -0.35603
0.1 -0.0558178 0.0296471 -0.357869
0.1 -0.0300958 0.0217884 -0.358705
0.1 -0.012255 0.0138876 -0.358991
0.1 -0.00232686 0.00597089 -0.359008
0.1 0.00232686 0.00597089 0.438834
0.1 0.012255 0.0138876 0.438774
0.1 0.0300958 0.0217884 0.438457
0.1 0.0558178 0.0296471 0.437533
0.1 0.0893704 0.0374471 0.435501
0.1 0.130687 0.0451727 0.431727
0.1 0.179686 0.0528088 0.425472
0.1 0.23627 0.06034 0.415929
0.1 0.300326 0.0677513 0.402288
0.1 0.371728 0.0750282 0.383818
0.1 0.450333 0.0821562 0.359968
0.1 0.535985 0.089121 0.330483
0.1 0.628516 0.0959088 0.295508
0.1 0.72774 0.102506 0.25568
0.1 0.83346 0.1089 0.212165
0.1 0.945468 0.115078 0.166626
0.1 1.06354 0.121027 0.121113
0.1 1.18744 0.126736 0.0778601
0.1 1.31693 0.132193 0.039029
0.1 1.45174 0.137388 0.00642864
0.1 1.59161 0.14231 -0.0187304
0.1 1.73627 0.14695 -0.0359933
0.1 1.88542 0.151298 -0.045692
0.1 2.03876 0.155345 -0.0488413
0.1 2.196 0.159084 -0.0469252
0.1 2.35683 0.162507 -0.0416247
0.1 2.52091 0.165608 -0.0345526
0.1 2.68793 0.16838 -0.0270476
0.1 2.85756 0.170817 -0.0200627
0.1 3.02945 0.172915 -0.014148
0.1 3.20328 0.17467 -0.00950878
0.1 3.37868 0.176078 -0.00610322
0.1 3.55532 0.177137 -0.00374793
0.1 3.73284 0.177844 -0.00220589
0.1 3.91089 0.178198 -0.00124656
0.1 4.08911 0.178198 -0.000677619
0.1 4.26716 0.177844 -0.000355034
0.1 4.44468 0.177137 -0.000179679
0.1 4.62132 0.176078 -0.0000880382
0.1 4.79672 0.17467 -0.0000418675
0.1 4.97055 0.172915 -0.0000193765
0.1 5.14244 0.170817 0
0.1 5.31207 0.16838 0
0.1 5.47909 0.165608 0
0.1 5.64317 0.162507 0
0.1 5.804 0.159084 0
0.1 5.96124 0.155345 0
0.1 6.11458 0.151298 0
0.1 6.26373 0.14695 0
0.1 6.40839 0.14231 0
0.1 6.54826 0.137388 0
0.1 6.68307 0.132193 0
0.1 6.81256 0.126736 0
0.1 6.93646 0.121027 0
0.1 7.05453 0.115078 0
0.1 7.16654 0.1089 0
0.1 7.27226 0.102506 0
0.1 7.37148 0.0959088 0
0.1 7.46401 0.089121 0
0.1 7.54967 0.0821562 0
0.1 7.62827 0.0750282 0
0.1 7.69967 0.0677513 0
0.1 7.76373 0.06034 0
0.1 7.82031 0.0528088 0
0.1 7.86931 0.0451727 0
0.1 7.91063 0.0374471 0
0.1 7.94418 0.0296471 0
0.1 7.9699 0.0217884 0
0.1 7.98775 0.0138876 0
0.1 7.99767 0.00597089 0
0.2 -7.99767 0.00597089 0
0.2 -7.98775 0.0138876 0
0.2 -7.9699 0.0217884 0
0.2 -7.94418 0.0296471 0
0.2 -7.91063 0.0374471 0
0.2 -7.86931 0.0451727 0
0.2 -7.82031 0.0528088 0
0.2 -7.76373 0.06034 0
0.2 -7.69967 0.0677513 0
0.2 -7.62827 0.0750282 0
0.2 -7.54967 0.0821562 0
0.2 -7.46401 0.089121 0
0.2 -7.37148 0.0959088 0
0.2 -7.27226 0.102506 0
0.2 -7.16654 0.1089 0
0.2 -7.05453 0.115078 0
0.2 -6.93646 0.121027 0
0.2 -6.81256 0.126736 0
0.2 -6.68307 0.132193 0
0.2 -6.54826 0.137388 0
0.2 -6.40839 0.14231 0
0.2 -6.26373 0.14695 0
0.2 -6.11458 0.151298 0
0.2 -5.96124 0.155345 0
0.2 -5.804 0.159084 0
0.2 -5.64317 0.162507 0
0.2 -5.47909 0.165608 0
0.2 -5.31207 0.16838 0
0.2 -5.14244 0.170817 0
0.2 -4.97055 0.172915 0.0000197209
0.2 -4.79672 0.17467 0.0000426723
0.2 -4.62132 0.176078 0.0000898765
0.2 -4.44468 0.177137 0.000183773
0.2 -4.26716 0.177844 0.000363905
0.2 -4.08911 0.178198 0.000696285
0.2 -3.91089 0.178198 0.00128464
0.2 -3.73284 0.177844 0.00228109
0.2 -3.55532 0.177137 0.00389152
0.2 -3.37868 0.176078 0.00636813
0.2 -3.20328 0.17467 0.00998062
0.2 -3.02945 0.172915 0.0149591
0.2 -2.85756 0.170817 0.0214079
