5 14
1 2 0.316227766016837933
1 7 -0.182574185835055371
1 14 0.150000000000000000
1 1 -0.730296743340221485
1 3 0.886226925452758014
1 6 -0.422577127364258289
1 13 0.0389249472080761485
1 5 0.326598632371090413
1 12 -0.126773138209277487
1 11 0.0755928946018454454
2 2 -0.571547606649408223
2 4 0.886226925452758014
2 7 -0.612825877028341188
2 14 0.245288945259803069
2 1 -0.0942809041582063366
2 6 0.109108945117996191
2 13 -0.120604537831105449
2 5 0.0421637021355783911
2 12 0.0109108945117996191
2 11 0.00975900072948533179
3 2 0.119522860933439364
3 14 -0.0566946709513840841
3 1 -0.276026223736941687
3 6 0.223606797749978970
3 13 -0.176546965900949906
3 5 -0.617213399848367641
3 8 0.886226925452758014
3 12 -0.431241681374959441
3 11 0.371428571428571429
4 2 -0.173205080756887729
4 7 0.166666666666666667
4 14 -0.191702895126808140
4 1 0.0666666666666666667
4 6 -0.478340384882484922
4 9 0.886226925452758014
4 13 -0.596962005795709216
4 5 -0.149071198499985980
4 12 0.162018517460196506
4 11 0.0483045891539647952
5 2 0.104328106191460212
5 7 -0.456773439802099237
5 10 0.886226925452758014
5 14 -0.684572462039127692
5 1 0.0401559067957889439
5 6 -0.0650600048632355453
5 13 0.0931037905306381929
5 5 -0.0359165349174119377
5 12 0.0139414296135504740
5 11 0.00415653124259033107
