#x points: 24 #c points: 140
xloc: cloc: weight: f
values below 10e-5 have been chopped
0.04 -7.99767 0.00597089 0
0.04 -7.98775 0.0138876 0
0.04 -7.9699 0.0217884 0
0.04 -7.94418 0.0296471 0
0.04 -7.91063 0.0374471 0
0.04 -7.86931 0.0451727 0
0.04 -7.82031 0.0528088 0
0.04 -7.76373 0.06034 0
0.04 -7.69967 0.0677513 0
0.04 -7.62827 0.0750282 0
0.04 -7.54967 0.0821562 0
0.04 -7.46401 0.089121 0
0.04 -7.37148 0.0959088 0
0.04 -7.27226 0.102506 0
0.04 -7.16654 0.1089 0
0.04 -7.05453 0.115078 0
0.04 -6.93646 0.121027 0
0.04 -6.81256 0.126736 0
0.04 -6.68307 0.132193 0
0.04 -6.54826 0.137388 0
0.04 -6.40839 0.14231 0
0.04 -6.26373 0.14695 0
0.04 -6.11458 0.151298 0
0.04 -5.96124 0.155345 0
0.04 -5.804 0.159084 0
0.04 -5.64317 0.162507 0
0.04 -5.47909 0.165608 0
0.04 -5.31207 0.16838 0
0.04 -5.14244 0.170817 0
0.04 -4.97055 0.172915 0
0.04 -4.79672 0.17467 0
0.04 -4.62132 0.176078 0
0.04 -4.44468 0.177137 0
0.04 -4.26716 0.177844 -0.0000243634
0.04 -4.08911 0.178198 -0.0000577744
0.04 -3.91089 0.178198 -0.000126971
0.04 -3.73284 0.177844 -0.000260785
0.04 -3.55532 0.177137 -0.000502613
0.04 -3.37868 0.176078 -0.000910435
0.04 -3.20328 0.17467 -0.00154975
0.04 -3.02945 0.172915 -0.00247461
0.04 -2.85756 0.170817 -0.00369298
0.04 -2.68793 0.16838 -0.00511623
0.04 -2.52091 0.165608 -0.00649957
0.04 -2.35683 0.162507 -0.00738799
0.04 -2.196 0.159084 -0.00708875
0.04 -2.03876 0.155345 -0.00469158
0.04 -1.88542 0.151298 0.000850182
0.04 -1.73627 0.14695 0.0105806
0.04 -1.59161 0.14231 0.0253661
0.04 -1.45174 0.137388 0.0457221
0.04 -1.31693 0.132193 0.0716828
0.04 -1.18744 0.126736 0.102748
0.04 -1.06354 0.121027 0.137919
0.04 -0.945468 0.115078 0.17582
0.04 -0.83346 0.1089 0.21487
0.04 -0.72774 0.102506 0.253476
0.04 -0.628516 0.0959088 0.290198
0.04 -0.535985 0.089121 0.323885
0.04 -0.450333 0.0821562 0.353737
0.04 -0.371728 0.0750282 0.379326
0.04 -0.300326 0.0677513 0.400562
0.04 -0.23627 0.06034 0.417631
0.04 -0.179686 0.0528088 0.430917
0.04 -0.130687 0.0451727 0.440927
0.04 -0.0893704 0.0374471 0.448212
0.04 -0.0558178 0.0296471 0.453314
0.04 -0.0300958 0.0217884 0.456715
0.04 -0.012255 0.0138876 0.458809
0.04 -0.00232686 0.00597089 0.459879
0.04 0.00232686 0.00597089 0.460816
0.04 0.012255 0.0138876 0.463653
0.04 0.0300958 0.0217884 0.468226
0.04 0.0558178 0.0296471 0.473708
0.04 0.0893704 0.0374471 0.479049
0.04 0.130687 0.0451727 0.483071
0.04 0.179686 0.0528088 0.484547
0.04 0.23627 0.06034 0.48226
0.04 0.300326 0.0677513 0.47506
0.04 0.371728 0.0750282 0.461937
0.04 0.450333 0.0821562 0.442111
0.04 0.535985 0.089121 0.415143
0.04 0.628516 0.0959088 0.381046
0.04 0.72774 0.102506 0.340386
0.04 0.83346 0.1089 0.294329
0.04 0.945468 0.115078 0.244626
0.04 1.06354 0.121027 0.193503
0.04 1.18744 0.126736 0.143458
0.04 1.31693 0.132193 0.0969922
0.04 1.45174 0.137388 0.0563011
0.04 1.59161 0.14231 0.0229952
0.04 1.73627 0.14695 -0.00209524
0.04 1.88542 0.151298 -0.0189866
0.04 2.03876 0.155345 -0.0284645
0.04 2.196 0.159084 -0.0318837
0.04 2.35683 0.162507 -0.0308939
0.04 2.52091 0.165608 -0.02716
0.04 2.68793 0.16838 -0.022133
0.04 2.85756 0.170817 -0.0169113
0.04 3.02945 0.172915 -0.0121994
0.04 3.20328 0.17467 -0.00834696
0.04 3.37868 0.176078 -0.00543515
0.04 3.55532 0.177137 -0.00337728
0.04 3.73284 0.177844 -0.00200736
0.04 3.91089 0.178198 -0.00114379
0.04 4.08911 0.178198 -0.00062615
0.04 4.26716 0.177844 -0.00033006
0.04 4.44468 0.177137 -0.000167918
0.04 4.62132 0.176078 -0.0000826531
0.04 4.79672 0.17467 -0.0000394647
0.04 4.97055 0.172915 -0.0000183293
0.04 5.14244 0.170817 0
0.04 5.31207 0.16838 0
0.04 5.47909 0.165608 0
0.04 5.64317 0.162507 0
0.04 5.804 0.159084 0
0.04 5.96124 0.155345 0
0.04 6.11458 0.151298 0
0.04 6.26373 0.14695 0
0.04 6.40839 0.14231 0
0.04 6.54826 0.137388 0
0.04 6.68307 0.132193 0
0.04 6.81256 0.126736 0
0.04 6.93646 0.121027 0
0.04 7.05453 0.115078 0
0.04 7.16654 0.1089 0
0.04 7.27226 0.102506 0
0.04 7.37148 0.0959088 0
0.04 7.46401 0.089121 0
0.04 7.54967 0.0821562 0
0.04 7.62827 0.0750282 0
