0	0	1	0	-1	1	0	0	0.4763793631287614	-0.4763793631287614	1.946948186711871e-15	2.049565528173755e-15	0	0	0	0	-0.4658720691039526	0.465872069103952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0498914760736491	-0.04989147607365034	0	4.317294660995951e-17	0	0	2.766413676615188e-17	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9330167124780457	0.9330167124780454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98957323300624e-16	-1.628167318453087e-16
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	-1	0	0	-0.2611612897217544	-0.2611612897217548	0	0	0	0	0	0	0	0	0	0	-0.9258200997725504	0.9258200997725516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.707106781186548	-0.7071067811865478	0	0	-0.336851078085676	0.336851078085676	-1.376700265443068e-15	-1.44926168345785e-15	0	0	0	0	0.329421299228813	-0.3294212992288125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03527860105508383	0.03527860105508476	0	-3.061609770426873e-17	0	0	-1.965197725553203e-17	0	0.7071067811865478	0.7071067811865471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6597424443536055	-0.6597424443536055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.033936911285027e-16	6.964284380521485e-17
0	0	0	5.34773822263132e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.7071067811865477	-0.7071067811865478	0	0	-0.4335364997330663	0.433536499733066	-0.08329675568188531	-0.0832967556818856	0	0	0	0	0.1598401692615079	-0.1598401692615074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.9999999999999991	0	-0.5293313405997068	0	0	0.5293313405997069	0	0.4847813586553878	0.4847813586553862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.9999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.9999999999999999
0	0	0	0	0.7071067811865474	-0.7071067811865472	0	0	-0.4335364997330658	0.4335364997330658	0.0832967556818839	0.08329675568188388	0	0	0	0	0.1598401692615098	-0.1598401692615092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9999999999999993	1	0	0.5293313405997069	0	0	-0.5293313405997072	0	0.484781358655386	0.484781358655386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
0	0	0	0	-5.63994179412735e-09	-5.639942542069857e-09	0	0	-0.1500356818168231	-0.1500356818168229	6.650223468005576e-16	-7.356528920706965e-16	0	0	0	0	-0.215504640281953	-0.2155046402819532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8372904082660558	-0.8372904082660541	0	-2.009393573954119e-16	0	0	-1.95715715796199e-16	0	-0.1137289217345177	0.1137289217345181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4922984985579756	-0.4922984985579755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44339647967382e-16	2.822867361871169e-16
0	0	0	0	0	0	0.1846689189456772	0.1846689189456774	0	0	0	0	0	0	0	0	0	0	0.6546536707079768	-0.6546536707079772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7071067811865476	0.7071067811865475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-3.256222222730989e-09	-3.256221970901589e-09	0	0	0.1299347119274884	0.1299347119274883	0.2768998592662799	-0.2768998592662806	0	0	0	0	0.1866324931176016	0.1866324931176017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7251147639034479	0.7251147639034471	0	-0.9999999999999999	0	0	-1	0	0.09849213536710452	-0.0984921353671051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4263430059961432	0.4263430059961432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6167065901925948	0.6167065901925939
0	0	0	0	-3.256221982633086e-09	-3.256222230157605e-09	0	0	0.1299347119274882	0.1299347119274885	-0.2768998592662819	0.2768998592662819	0	0	0	0	0.1866324931175953	0.1866324931175956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7251147639034494	0.7251147639034494	0	1	0	0	1	0	0.09849213536710565	-0.09849213536710504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4263430059961429	0.4263430059961429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6167065901925942	-0.6167065901925942
0	0	0	0	0	0	0	0	0	0	0	0	0	0.08329675568188549	0.08329675568188567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5293313405997071	-0.5293313405997072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.08329675568188567	0	0	0.08329675568188549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5293313405997071	0	0	0	0	0.5293313405997072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0
0	0	0	0	-1.67355789944246e-16	1.510822172789466e-16	0	0	0.5941690969118695	-0.5941690969118703	7.076429644134629e-17	3.21120345303258e-17	0	0	0	0	0.07047319700372089	-0.07047319700372129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9745526358013351	-0.9745526358013351	0	-1.613775116322613e-16	0	0	1.619232960555838e-16	0	-0.536798053150355	-0.5367980531503541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3816664350696769	0.3816664350696771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.598698000811149e-16	-1.410675039698608e-16
