1	0	-1	0	-2.385557863483578e-16	0	-4.207603663333238e-16	0	0.04989147607364963	0	0.04989147607364917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9330167124780465	0	-0.9330167124780469	-0.465872069103951	0	-0.4658720691039523	0	2.940334315592988e-15	0	-2.301668226340347e-15	0	0.4763793631287584	0	-0.4763793631287584	0	-1+1.845699343982256e-24i	0	-1-1.845699343982256e-24i	0	0	0	0	0	0	-8.433175905694622e-17	1	-1.926608000239147e-16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6460838219953818	0	0.6460838219953817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0
-0.7071067811865479	0	0.707106781186548	0	1.718270716235184e-16	0	2.976291542791609e-16	0	-0.03527860105508414	0	-0.03527860105508402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6597424443536062	0	0.6597424443536062	0.3294212992288114	0	0.3294212992288124	0	-2.079130333511309e-15	0	1.627525210886901e-15	0	-0.336851078085674	0	0.3368510780856742	0	0.7071067811865478-2.202486751555824e-24i	0	0.7071067811865478+2.202486751555824e-24i	0	0	0	0	0	0	7.656858487719653e-17	0	1.946288194717559e-16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.347738198870241e-16	0	0	0	0	0	0	0
-0.4847813586553861	0	0.4847813586553877	0	-0.529331340599707	0	0.5293313405997073	0	-1	0	-0.9999999999999991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9999999999999997	0	-1	0.1598401692615067	0	0.1598401692615073	0	-0.08329675568188655	0	0.08329675568188628	0	-0.4335364997330644	0	0.4335364997330644	0	0.7071067811865475-4.959748352879988e-24i	0	0.7071067811865475+4.959748352879988e-24i	0	0	0	0	0	0	-0.9999999999999996	0	-1
-0.4847813586553893	0	0.4847813586553882	0	0.5293313405997083	0	-0.5293313405997071	0	-0.9999999999999994	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0.1598401692615083	0	0.1598401692615083	0	0.08329675568188447	0	-0.08329675568188472	0	-0.4335364997330648	0	0.433536499733065	0	0.7071067811865481-2.039182393299567e-24i	0	0.7071067811865481+2.039182393299567e-24i	0	0	0	0	0	0	1	0	1
-0.113728921734518	0	-0.113728921734518	0	7.926382736087318e-17	0	2.031488709438658e-16	0	-0.8372904082660564	0	0.8372904082660558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4922984985579753	0	0.4922984985579754	0.215504640281953	0	-0.2155046402819537	0	1.276069611953975e-15	0	1.00259666104227e-15	0	0.1500356818168238	0	0.1500356818168238	0	2.516785316892038e-17+7.184600604902237e-09i	0	2.516785316892038e-17-7.184600604902237e-09i	0	0	0	0	0	0	-3.011429070115544e-17	0	-2.347855554678687e-16
0	-0.7071067811865478	0	-0.7071067811865477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4568502517478569	0	-0.4568502517478569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.09849213536710574	0	0.09849213536710485	0	0.9999999999999999	0	1	0	0.7251147639034493	0	-0.7251147639034486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4263430059961433	0	-0.4263430059961433	-0.186632493117602	0	0.1866324931176012	0	0.2768998592662809	0	0.2768998592662814	0	-0.1299347119274876	0	-0.1299347119274877	0	-2.265259778404472e-16+4.148031093260261e-09i	0	-2.265259778404472e-16-4.148031093260261e-09i	0	0	0	0	0	0	0.6167065901925932	0	-0.6167065901925932
