0	0	1	0	1	-1	0	0	0.2361048197670896	-0.2361048197670896	-1.918906686054018e-14	0	0	0	0	-1.956536485959263e-14	-0.1471002870764503	0.1471002870764495	0	0	-0.569349163133141	-0.569349163133141	0	0	0	0	0	0	0	0	0	0	0	0	0	9.519011541184735e-16	0	0	7.209642848013702e-16	0	-0.8562891379333064	-0.8562891379333034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2015393645285202	0.2015393645285203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.18234756862116e-17	-4.731983257564911e-17	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9142065182559775	0.9142065182559785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.159206196195708e-15	7.990723414883194e-16
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	-1	0	0	-0.07711665839715962	0.07711665839715959	0	0	0	0	0	0	0	0	0	0	-0.5079729199772258	0.5079729199772258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.7071067811865474	0.7071067811865476	0	0	-0.1669513191281365	0.1669513191281367	1.356871930173002e-14	0	0	0	0	1.383480216863551e-14	0.1040156105062459	-0.1040156105062453	0	0	0.4025906541143294	0.4025906541143299	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.730957625935241e-16	0	0	-5.097987347349214e-16	0	0.6054878560890236	0.6054878560890218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1425098513341439	-0.1425098513341446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.709060306060185e-17	3.348232449540392e-17	0.7071067811865475	-0.7071067811865475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646441628463745	-0.6464416284637454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.406935089962369e-16	-6.157289261334334e-16
0	0	0	6.010099977787389e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.7071067811865471	0.7071067811865471	0	0	-0.1946976987880617	0.1946976987880619	0.01911329284800371	0	0	0	0	0.01911329284800386	0.06351646608258253	-0.06351646608258218	0	0	0.633830204927295	0.6338302049272944	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1800690005946375	0	0	-0.1800690005946375	0	0.2640001123349416	0.2640001123349392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9999999999999991	0.9999999999999983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6110530791698088	-0.611053079169809	0.4725027051017699	-0.4725027051017694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9999999999999999	1
0	0	0	0	-0.7071067811865474	0.7071067811865476	0	0	-0.1946976987880617	0.194697698788062	-0.01911329284798705	0	0	0	0	-0.01911329284798689	0.06351646608259202	-0.06351646608259101	0	0	0.6338302049272954	0.6338302049272945	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1800690005946374	0	0	0.1800690005946373	0	0.2640001123349425	0.2640001123349404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6110530791698061	0.6110530791698059	0.4725027051017699	-0.4725027051017696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9999999999999998	0.9999999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-0.9999999999999982
0	0	0	0	8.450616551122671e-09	8.450616391058666e-09	0	0	-0.05173417970973895	-0.05173417970973925	-8.368998169380065e-15	0	0	0	0	8.537615955821709e-15	-0.06457635914211028	-0.06457635914211049	0	0	0.2977010592953039	-0.2977010592953029	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.130972280615371e-16	0	0	3.301554885529296e-16	0	-0.3605637547043897	0.3605637547043912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8508543873619392	-0.8508543873619402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.53234855869436e-17	7.406999465713617e-17	-0.09392376226976637	-0.09392376226976608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4172630581640397	-0.4172630581640401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24809817210545e-16	-4.664733037429945e-16
0	0	0	0	0	0	0.05452971209507806	-0.05452971209507806	0	0	0	0	0	0	0	0	0	0	0.3591910963750275	-0.3591910963750278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7071067811865477	-0.7071067811865472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7071067811865477	0.7071067811865476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4.878965527551642e-09	4.878965788125727e-09	0	0	0.04480311387258272	0.04480311387258296	-0.07921594409075174	0	0	0	0	0.07921594409075139	0.05592476750099759	0.055924767500998	0	0	-0.2578166800832714	0.2578166800832709	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.504640828222648	0	0	0.5046408282226489	0	0.3122573712579043	-0.3122573712579056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7368615143768851	0.7368615143768862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0.08134036414462818	0.08134036414462771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3613604084308416	0.361360408430842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5390798113513754	0.5390798113513752
0	0	0	0	4.878965549268068e-09	4.878965781516251e-09	0	0	0.04480311387258267	0.04480311387258303	0.07921594409076627	0	0	0	0	-0.07921594409076621	0.05592476750095837	0.05592476750095829	0	0	-0.2578166800832715	0.2578166800832706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5046408282226497	0	0	-0.5046408282226498	0	0.3122573712579022	-0.3122573712579028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7368615143768856	0.7368615143768871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.999999999999995	0.9999999999999948	0.08134036414462772	0.08134036414462742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3613604084308414	0.3613604084308419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5390798113513751	-0.5390798113513744
0	0	0	0	0	0	0	0	0	0	0	-0.01911329284799782	0	0	0.01911329284799785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1800690005946376	-0.1800690005946379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6110530791698089	-0.6110530791698089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0
