0	0	1	0	1	-1	-0.236104819767092	-0.2361048197670908	3.846239017640408e-15	-3.40761685532934e-15	0.147100287076489	0.1471002870764888	0	0	0.5693491631331408	0.5693491631331399	0	0	0	0	0	0	0	0	0	0	-2.046659115801445e-15	1.758115438132942e-15	-0.8562891379333015	0.8562891379333027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2015393645285203	-0.2015393645285209	0	0	0	0	0	0	0	0	0	0	1.028453938026115e-16	-1.116245103785337e-16	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9142065182559778	-0.9142065182559783	0	0	0	0	0	0	0	0	0	0	2.834951887708321e-16	8.000125452180581e-16
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	-1	0	0	0	0	0	0	0	0	-0.2611612897217545	0.2611612897217548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9258200997725504	0.9258200997725516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.7071067811865476	0.7071067811865479	0.1669513191281385	0.1669513191281376	-2.719701691438647e-15	2.409548986088955e-15	-0.1040156105062732	-0.1040156105062731	0	0	-0.4025906541143295	-0.4025906541143291	0	0	0	0	0	0	0	0	0	0	1.447206539395688e-15	-1.243175348450195e-15	0.6054878560890208	-0.6054878560890219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1425098513341438	0.1425098513341446	0	0	0	0	0	0	0	0	0	0	-7.31009164049154e-17	7.807838498777018e-17	0.707106781186548	0.7071067811865476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6464416284637449	0.6464416284637453	0	0	0	0	0	0	0	0	0	0	-1.825152477896433e-16	-5.022579807715789e-16
0	0	0	6.01010001564208e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.7071067811865475	0.7071067811865478	0.1946976987880639	0.1946976987880627	-0.01911329284799911	0.01911329284799898	-0.06351646608260395	-0.0635164660826037	0	0	-0.6338302049272945	-0.6338302049272937	0	0	0	0	0	0	0	0	0	0	-0.1800690005946371	0.1800690005946373	0.2640001123349403	-0.2640001123349388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9999999999999992	-1	0	0	0	0	0	0	0	0	0	0	0.611053079169809	-0.611053079169809	0.4725027051017705	0.4725027051017691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9999999999999993	-0.9999999999999996	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	-0.7071067811865478	0.7071067811865478	0.1946976987880636	0.1946976987880625	0.01911329284799566	-0.01911329284799591	-0.06351646608260436	-0.06351646608260419	0	0	-0.633830204927295	-0.6338302049272936	0	0	0	0	0	0	0	0	0	0	0.1800690005946387	-0.1800690005946387	0.264000112334939	-0.2640001123349389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-0.9999999999999999	0	0	0	0	0	0	0	0	0	0	-0.6110530791698087	0.6110530791698084	0.4725027051017704	0.4725027051017692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-0.9999999999999977	-0.9999999999999996
0	0	0	0	1.743582669512475e-08	1.74358274501918e-08	0.05173417970973877	-0.05173417970973842	1.670118512978928e-15	1.47480285063453e-15	0.06457635914212825	-0.06457635914212849	0	0	-0.2977010592953035	0.2977010592953027	0	0	0	0	0	0	0	0	0	0	-7.471558669806031e-16	-5.698262811382616e-16	-0.3605637547043898	-0.3605637547043914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8508543873619415	0.8508543873619417	0	0	0	0	0	0	0	0	0	0	9.822638077436263e-17	9.893375107919401e-17	-0.09392376226976648	0.09392376226976647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4172630581640396	0.4172630581640401	0	0	0	0	0	0	0	0	0	0	-9.437946245190282e-17	3.152468648105602e-16
0	0	0	0	0	0	0	0	0	0	0	0	0.1846689189456772	-0.1846689189456774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6546536707079768	-0.6546536707079772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7071067811865476	0.7071067811865475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.006657966911406e-08	1.006657923988277e-08	-0.04480311387258332	0.044803113872583	0.07921594409076602	0.07921594409076643	-0.0559247675009913	0.05592476750099137	0	0	0.2578166800832707	-0.2578166800832705	0	0	0	0	0	0	0	0	0	0	0.5046408282226504	0.5046408282226503	0.3122573712579028	0.3122573712579041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7368615143768869	-0.736861514376887	0	0	0	0	0	0	0	0	0	0	-1	-1	0.08134036414462775	-0.08134036414462792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3613604084308416	-0.3613604084308419	0	0	0	0	0	0	0	0	0	0	-0.5390798113513752	0.5390798113513749
