#x points: 9 #c points: 90
xloc: cloc: weight: f
values below 10e-5 have been chopped
0.1 -7.99441 0.0143307 0
0.1 -7.9706 0.0332928 0
0.1 -7.92787 0.0521244 0
0.1 -7.86643 0.0707101 0
0.1 -7.78657 0.0889594 0
0.1 -7.68866 0.106785 0
0.1 -7.57317 0.124101 0
0.1 -7.44065 0.140827 0
0.1 -7.29174 0.156881 0
0.1 -7.12714 0.172188 0
0.1 -6.94764 0.186674 0
0.1 -6.75409 0.20027 0
0.1 -6.54741 0.212912 0
0.1 -6.3286 0.22454 0
0.1 -6.09869 0.235097 0
0.1 -5.85878 0.244534 0
0.1 -5.61001 0.252806 0
0.1 -5.35357 0.259873 0
0.1 -5.09068 0.265701 0.0000113447
0.1 -4.82259 0.270264 0.0000381226
0.1 -4.55058 0.273538 0.000120194
0.1 -4.27595 0.275509 0.000352106
0.1 -4. 0.276167 0.000950195
0.1 -3.72405 0.275509 0.00234431
0.1 -3.44942 0.273538 0.00525305
0.1 -3.17741 0.270264 0.0106277
0.1 -2.90932 0.265701 0.0193045
0.1 -2.64643 0.259873 0.0312877
0.1 -2.38999 0.252806 0.0448672
0.1 -2.14122 0.244534 0.0561172
0.1 -1.90131 0.235097 0.0593976
0.1 -1.6714 0.22454 0.0490302
0.1 -1.45259 0.212912 0.0215313
0.1 -1.24591 0.20027 -0.0227368
0.1 -1.05236 0.186674 -0.0794024
0.1 -0.872863 0.172188 -0.141476
0.1 -0.708263 0.156881 -0.201534
0.1 -0.55935 0.140827 -0.253682
0.1 -0.426833 0.124101 -0.29461
0.1 -0.311344 0.106785 -0.32364
0.1 -0.213433 0.0889594 -0.34208
0.1 -0.133567 0.0707101 -0.352333
0.1 -0.0721251 0.0521244 -0.35708
0.1 -0.0294 0.0332928 -0.358721
0.1 -0.00558542 0.0143307 -0.358893
0.1 0.00558542 0.0143307 0.438823
0.1 0.0294 0.0332928 0.438475
0.1 0.0721251 0.0521244 0.436662
0.1 0.133567 0.0707101 0.431412
