#x points: 9 #c points: 60
xloc: cloc: weight: f
values below 10e-5 have been chopped
0.1 -7.98757 0.0318728 0
0.1 -7.93467 0.0738659 0
0.1 -7.84009 0.115139 0
0.1 -7.7048 0.155197 0
0.1 -7.53024 0.193611 0
0.1 -7.31826 0.229973 0
0.1 -7.07111 0.263897 0
0.1 -6.7914 0.295024 0
0.1 -6.4821 0.323024 0
0.1 -6.1465 0.347599 0
0.1 -5.78814 0.36849 0
0.1 -5.41082 0.385475 0
0.1 -5.01855 0.398374 0.0000158417
0.1 -4.61548 0.40705 0.0000920792
0.1 -4.20589 0.411411 0.000456842
0.1 -3.79411 0.411411 0.00188014
0.1 -3.38452 0.40705 0.00626923
0.1 -2.98145 0.398374 0.0166048
0.1 -2.58918 0.385475 0.0342526
0.1 -2.21186 0.36849 0.0534329
0.1 -1.8535 0.347599 0.0585491
0.1 -1.5179 0.323024 0.0317693
0.1 -1.2086 0.295024 -0.0326034
0.1 -0.92889 0.263897 -0.121432
0.1 -0.681737 0.229973 -0.211113
0.1 -0.469758 0.193611 -0.28212
0.1 -0.2952 0.155197 -0.327098
0.1 -0.159913 0.115139 -0.34945
0.1 -0.0653275 0.0738659 -0.357433
0.1 -0.0124261 0.0318728 -0.358989
0.1 0.0124261 0.0318728 0.438772
0.1 0.0653275 0.0738659 0.437052
0.1 0.159913 0.115139 0.428225
0.1 0.2952 0.155197 0.403485
0.1 0.469758 0.193611 0.353573
0.1 0.681737 0.229973 0.274357
0.1 0.92889 0.263897 0.173261
0.1 1.2086 0.295024 0.0710406
0.1 1.5179 0.323024 -0.00655586
0.1 1.8535 0.347599 -0.0442293
0.1 2.21186 0.36849 -0.0465213
0.1 2.58918 0.385475 -0.0314587
0.1 2.98145 0.398374 -0.0156679
0.1 3.38452 0.40705 -0.0060095
0.1 3.79411 0.411411 -0.00182043
0.1 4.20589 0.411411 -0.000445342
0.1 4.61548 0.40705 -0.0000901907
0.1 5.01855 0.398374 -0.0000155707
0.1 5.41082 0.385475 0
0.1 5.78814 0.36849 0
0.1 6.1465 0.347599 0
0.1 6.4821 0.323024 0
0.1 6.7914 0.295024 0
0.1 7.07111 0.263897 0
0.1 7.31826 0.229973 0
0.1 7.53024 0.193611 0
0.1 7.7048 0.155197 0
0.1 7.84009 0.115139 0
0.1 7.93467 0.0738659 0
0.1 7.98757 0.0318728 0
0.2 -7.98757 0.0318728 0
0.2 -7.93467 0.0738659 0
0.2 -7.84009 0.115139 0
0.2 -7.7048 0.155197 0
0.2 -7.53024 0.193611 0
0.2 -7.31826 0.229973 0
0.2 -7.07111 0.263897 0
0.2 -6.7914 0.295024 0
0.2 -6.4821 0.323024 0
0.2 -6.1465 0.347599 0
0.2 -5.78814 0.36849 0
0.2 -5.41082 0.385475 0
0.2 -5.01855 0.398374 0.0000158417
0.2 -4.61548 0.40705 0.0000920792
0.2 -4.20589 0.411411 0.000456842
0.2 -3.79411 0.411411 0.00188014
0.2 -3.38452 0.40705 0.00626923
0.2 -2.98145 0.398374 0.0166048
0.2 -2.58918 0.385475 0.0342526
0.2 -2.21186 0.36849 0.0534329
0.2 -1.8535 0.347599 0.0585491
0.2 -1.5179 0.323024 0.0317693
0.2 -1.2086 0.295024 -0.0326034
0.2 -0.92889 0.263897 -0.121432
0.2 -0.681737 0.229973 -0.211113
0.2 -0.469758 0.193611 -0.28212
0.2 -0.2952 0.155197 -0.327098
0.2 -0.159913 0.115139 -0.34945
0.2 -0.0653275 0.0738659 -0.357433
0.2 -0.0124261 0.0318728 -0.35899
0.2 0.0124261 0.0318728 0.438772
0.2 0.0653275 0.0738659 0.437052
0.2 0.159913 0.115139 0.428225
0.2 0.2952 0.155197 0.403485
0.2 0.469758 0.193611 0.353573
0.2 0.681737 0.229973 0.274357
0.2 0.92889 0.263897 0.173261
0.2 1.2086 0.295024 0.0710406
0.2 1.5179 0.323024 -0.00655586
0.2 1.8535 0.347599 -0.0442293
0.2 2.21186 0.36849 -0.0465213
0.2 2.58918 0.385475 -0.0314587
0.2 2.98145 0.398374 -0.0156679
0.2 3.38452 0.40705 -0.0060095
0.2 3.79411 0.411411 -0.00182043
0.2 4.20589 0.411411 -0.000445342
0.2 4.61548 0.40705 -0.0000901907
0.2 5.01855 0.398374 -0.0000155707
0.2 5.41082 0.385475 0
0.2 5.78814 0.36849 0
0.2 6.1465 0.347599 0
0.2 6.4821 0.323024 0
0.2 6.7914 0.295024 0
0.2 7.07111 0.263897 0
0.2 7.31826 0.229973 0
0.2 7.53024 0.193611 0
0.2 7.7048 0.155197 0
0.2 7.84009 0.115139 0
0.2 7.93467 0.0738659 0
0.2 7.98757 0.0318728 0
0.3 -7.98757 0.0318728 0
0.3 -7.93467 0.0738659 0
0.3 -7.84009 0.115139 0
0.3 -7.7048 0.155197 0
0.3 -7.53024 0.193611 0
0.3 -7.31826 0.229973 0
0.3 -7.07111 0.263897 0
0.3 -6.7914 0.295024 0
0.3 -6.4821 0.323024 0
0.3 -6.1465 0.347599 0
0.3 -5.78814 0.36849 0
0.3 -5.41082 0.385475 0
0.3 -5.01855 0.398374 0.0000158417
0.3 -4.61548 0.40705 0.0000920792
0.3 -4.20589 0.411411 0.000456842
0.3 -3.79411 0.411411 0.00188014
0.3 -3.38452 0.40705 0.00626923
0.3 -2.98145 0.398374 0.0166048
0.3 -2.58918 0.385475 0.0342526
0.3 -2.21186 0.36849 0.0534329
0.3 -1.8535 0.347599 0.0585491
0.3 -1.5179 0.323024 0.0317693
0.3 -1.2086 0.295024 -0.0326034
0.3 -0.92889 0.263897 -0.121432
0.3 -0.681737 0.229973 -0.211113
0.3 -0.469758 0.193611 -0.28212
0.3 -0.2952 0.155197 -0.327098
0.3 -0.159913 0.115139 -0.34945
0.3 -0.0653275 0.0738659 -0.357433
0.3 -0.0124261 0.0318728 -0.35899
0.3 0.0124261 0.0318728 0.438772
0.3 0.0653275 0.0738659 0.437052
0.3 0.159913 0.115139 0.428225
0.3 0.2952 0.155197 0.403485
0.3 0.469758 0.193611 0.353573
0.3 0.681737 0.229973 0.274357
0.3 0.92889 0.263897 0.173261
0.3 1.2086 0.295024 0.0710406
0.3 1.5179 0.323024 -0.00655586
0.3 1.8535 0.347599 -0.0442293
0.3 2.21186 0.36849 -0.0465213
0.3 2.58918 0.385475 -0.0314587
0.3 2.98145 0.398374 -0.0156679
0.3 3.38452 0.40705 -0.0060095
0.3 3.79411 0.411411 -0.00182043
0.3 4.20589 0.411411 -0.000445342
0.3 4.61548 0.40705 -0.0000901907
0.3 5.01855 0.398374 -0.0000155707
0.3 5.41082 0.385475 0
0.3 5.78814 0.36849 0
0.3 6.1465 0.347599 0
0.3 6.4821 0.323024 0
0.3 6.7914 0.295024 0
0.3 7.07111 0.263897 0
0.3 7.31826 0.229973 0
0.3 7.53024 0.193611 0
0.3 7.7048 0.155197 0
0.3 7.84009 0.115139 0
0.3 7.93467 0.0738659 0
0.3 7.98757 0.0318728 0
0.4 -7.98757 0.0318728 0
0.4 -7.93467 0.0738659 0
0.4 -7.84009 0.115139 0
0.4 -7.7048 0.155197 0
0.4 -7.53024 0.193611 0
0.4 -7.31826 0.229973 0
0.4 -7.07111 0.263897 0
0.4 -6.7914 0.295024 0
0.4 -6.4821 0.323024 0
0.4 -6.1465 0.347599 0
0.4 -5.78814 0.36849 0
0.4 -5.41082 0.385475 0
0.4 -5.01855 0.398374 0.0000158417
0.4 -4.61548 0.40705 0.0000920792
0.4 -4.20589 0.411411 0.000456842
0.4 -3.79411 0.411411 0.00188014
0.4 -3.38452 0.40705 0.00626923
0.4 -2.98145 0.398374 0.0166048
0.4 -2.58918 0.385475 0.0342526
0.4 -2.21186 0.36849 0.0534329
0.4 -1.8535 0.347599 0.0585491
0.4 -1.5179 0.323024 0.0317693
0.4 -1.2086 0.295024 -0.0326034
0.4 -0.92889 0.263897 -0.121432
0.4 -0.681737 0.229973 -0.211113
0.4 -0.469758 0.193611 -0.28212
0.4 -0.2952 0.155197 -0.327098
0.4 -0.159913 0.115139 -0.34945
0.4 -0.0653275 0.0738659 -0.357433
0.4 -0.0124261 0.0318728 -0.35899
0.4 0.0124261 0.0318728 0.438772
0.4 0.0653275 0.0738659 0.437052
0.4 0.159913 0.115139 0.428225
0.4 0.2952 0.155197 0.403485
0.4 0.469758 0.193611 0.353573
0.4 0.681737 0.229973 0.274357
0.4 0.92889 0.263897 0.173261
0.4 1.2086 0.295024 0.0710406
0.4 1.5179 0.323024 -0.00655586
0.4 1.8535 0.347599 -0.0442293
0.4 2.21186 0.36849 -0.0465213
0.4 2.58918 0.385475 -0.0314587
0.4 2.98145 0.398374 -0.0156679
0.4 3.38452 0.40705 -0.0060095
0.4 3.79411 0.411411 -0.00182043
0.4 4.20589 0.411411 -0.000445342
0.4 4.61548 0.40705 -0.0000901907
0.4 5.01855 0.398374 -0.0000155707
0.4 5.41082 0.385475 0
0.4 5.78814 0.36849 0
0.4 6.1465 0.347599 0
0.4 6.4821 0.323024 0
0.4 6.7914 0.295024 0
0.4 7.07111 0.263897 0
0.4 7.31826 0.229973 0
0.4 7.53024 0.193611 0
0.4 7.7048 0.155197 0
0.4 7.84009 0.115139 0
0.4 7.93467 0.0738659 0
0.4 7.98757 0.0318728 0
0.5 -7.98757 0.0318728 0
0.5 -7.93467 0.0738659 0
0.5 -7.84009 0.115139 0
0.5 -7.7048 0.155197 0
0.5 -7.53024 0.193611 0
0.5 -7.31826 0.229973 0
0.5 -7.07111 0.263897 0
0.5 -6.7914 0.295024 0
0.5 -6.4821 0.323024 0
0.5 -6.1465 0.347599 0
0.5 -5.78814 0.36849 0
0.5 -5.41082 0.385475 0
0.5 -5.01855 0.398374 0.0000158417
0.5 -4.61548 0.40705 0.0000920792
0.5 -4.20589 0.411411 0.000456842
0.5 -3.79411 0.411411 0.00188014
0.5 -3.38452 0.40705 0.00626923
0.5 -2.98145 0.398374 0.0166048
0.5 -2.58918 0.385475 0.0342526
0.5 -2.21186 0.36849 0.0534329
0.5 -1.8535 0.347599 0.0585491
0.5 -1.5179 0.323024 0.0317693
0.5 -1.2086 0.295024 -0.0326034
0.5 -0.92889 0.263897 -0.121432
0.5 -0.681737 0.229973 -0.211113
0.5 -0.469758 0.193611 -0.28212
0.5 -0.2952 0.155197 -0.327098
0.5 -0.159913 0.115139 -0.34945
0.5 -0.0653275 0.0738659 -0.357433
0.5 -0.0124261 0.0318728 -0.35899
0.5 0.0124261 0.0318728 0.438772
0.5 0.0653275 0.0738659 0.437052
0.5 0.159913 0.115139 0.428225
0.5 0.2952 0.155197 0.403485
0.5 0.469758 0.193611 0.353573
0.5 0.681737 0.229973 0.274357
0.5 0.92889 0.263897 0.173261
0.5 1.2086 0.295024 0.0710406
0.5 1.5179 0.323024 -0.00655586
0.5 1.8535 0.347599 -0.0442293
0.5 2.21186 0.36849 -0.0465213
0.5 2.58918 0.385475 -0.0314587
0.5 2.98145 0.398374 -0.0156679
0.5 3.38452 0.40705 -0.0060095
0.5 3.79411 0.411411 -0.00182043
0.5 4.20589 0.411411 -0.000445342
0.5 4.61548 0.40705 -0.0000901907
0.5 5.01855 0.398374 -0.0000155707
0.5 5.41082 0.385475 0
0.5 5.78814 0.36849 0
0.5 6.1465 0.347599 0
0.5 6.4821 0.323024 0
0.5 6.7914 0.295024 0
0.5 7.07111 0.263897 0
0.5 7.31826 0.229973 0
0.5 7.53024 0.193611 0
0.5 7.7048 0.155197 0
0.5 7.84009 0.115139 0
0.5 7.93467 0.0738659 0
0.5 7.98757 0.0318728 0
0.6 -7.98757 0.0318728 0
0.6 -7.93467 0.0738659 0
0.6 -7.84009 0.115139 0
0.6 -7.7048 0.155197 0
0.6 -7.53024 0.193611 0
0.6 -7.31826 0.229973 0
0.6 -7.07111 0.263897 0
0.6 -6.7914 0.295024 0
0.6 -6.4821 0.323024 0
0.6 -6.1465 0.347599 0
0.6 -5.78814 0.36849 0
0.6 -5.41082 0.385475 0
0.6 -5.01855 0.398374 0.0000158417
0.6 -4.61548 0.40705 0.0000920792
0.6 -4.20589 0.411411 0.000456842
0.6 -3.79411 0.411411 0.00188014
0.6 -3.38452 0.40705 0.00626923
0.6 -2.98145 0.398374 0.0166048
0.6 -2.58918 0.385475 0.0342526
0.6 -2.21186 0.36849 0.0534329
0.6 -1.8535 0.347599 0.0585491
0.6 -1.5179 0.323024 0.0317693
0.6 -1.2086 0.295024 -0.0326034
0.6 -0.92889 0.263897 -0.121432
0.6 -0.681737 0.229973 -0.211113
0.6 -0.469758 0.193611 -0.28212
0.6 -0.2952 0.155197 -0.327098
0.6 -0.159913 0.115139 -0.34945
0.6 -0.0653275 0.0738659 -0.357433
0.6 -0.0124261 0.0318728 -0.35899
0.6 0.0124261 0.0318728 0.438772
0.6 0.0653275 0.0738659 0.437052
0.6 0.159913 0.115139 0.428225
0.6 0.2952 0.155197 0.403485
0.6 0.469758 0.193611 0.353573
0.6 0.681737 0.229973 0.274357
0.6 0.92889 0.263897 0.173261
0.6 1.2086 0.295024 0.0710406
0.6 1.5179 0.323024 -0.00655586
0.6 1.8535 0.347599 -0.0442293
0.6 2.21186 0.36849 -0.0465213
0.6 2.58918 0.385475 -0.0314587
0.6 2.98145 0.398374 -0.0156679
0.6 3.38452 0.40705 -0.0060095
0.6 3.79411 0.411411 -0.00182043
0.6 4.20589 0.411411 -0.000445342
0.6 4.61548 0.40705 -0.0000901907
0.6 5.01855 0.398374 -0.0000155707
0.6 5.41082 0.385475 0
0.6 5.78814 0.36849 0
0.6 6.1465 0.347599 0
0.6 6.4821 0.323024 0
0.6 6.7914 0.295024 0
0.6 7.07111 0.263897 0
0.6 7.31826 0.229973 0
0.6 7.53024 0.193611 0
0.6 7.7048 0.155197 0
0.6 7.84009 0.115139 0
0.6 7.93467 0.0738659 0
0.6 7.98757 0.0318728 0
0.7 -7.98757 0.0318728 0
0.7 -7.93467 0.0738659 0
0.7 -7.84009 0.115139 0
0.7 -7.7048 0.155197 0
0.7 -7.53024 0.193611 0
0.7 -7.31826 0.229973 0
0.7 -7.07111 0.263897 0
0.7 -6.7914 0.295024 0
0.7 -6.4821 0.323024 0
0.7 -6.1465 0.347599 0
0.7 -5.78814 0.36849 0
0.7 -5.41082 0.385475 0
0.7 -5.01855 0.398374 0.0000158417
0.7 -4.61548 0.40705 0.0000920792
0.7 -4.20589 0.411411 0.000456842
0.7 -3.79411 0.411411 0.00188014
0.7 -3.38452 0.40705 0.00626923
0.7 -2.98145 0.398374 0.0166048
0.7 -2.58918 0.385475 0.0342526
0.7 -2.21186 0.36849 0.0534329
0.7 -1.8535 0.347599 0.0585491
0.7 -1.5179 0.323024 0.0317693
0.7 -1.2086 0.295024 -0.0326034
0.7 -0.92889 0.263897 -0.121432
0.7 -0.681737 0.229973 -0.211113
0.7 -0.469758 0.193611 -0.28212
0.7 -0.2952 0.155197 -0.327098
0.7 -0.159913 0.115139 -0.34945
0.7 -0.0653275 0.0738659 -0.357433
0.7 -0.0124261 0.0318728 -0.35899
0.7 0.0124261 0.0318728 0.438772
0.7 0.0653275 0.0738659 0.437052
0.7 0.159913 0.115139 0.428225
0.7 0.2952 0.155197 0.403485
0.7 0.469758 0.193611 0.353573
0.7 0.681737 0.229973 0.274357
0.7 0.92889 0.263897 0.173261
0.7 1.2086 0.295024 0.0710406
0.7 1.5179 0.323024 -0.00655586
0.7 1.8535 0.347599 -0.0442293
0.7 2.21186 0.36849 -0.0465213
0.7 2.58918 0.385475 -0.0314587
0.7 2.98145 0.398374 -0.0156679
0.7 3.38452 0.40705 -0.0060095
0.7 3.79411 0.411411 -0.00182043
0.7 4.20589 0.411411 -0.000445342
0.7 4.61548 0.40705 -0.0000901907
0.7 5.01855 0.398374 -0.0000155707
0.7 5.41082 0.385475 0
0.7 5.78814 0.36849 0
0.7 6.1465 0.347599 0
0.7 6.4821 0.323024 0
0.7 6.7914 0.295024 0
0.7 7.07111 0.263897 0
0.7 7.31826 0.229973 0
0.7 7.53024 0.193611 0
0.7 7.7048 0.155197 0
0.7 7.84009 0.115139 0
0.7 7.93467 0.0738659 0
0.7 7.98757 0.0318728 0
0.8 -7.98757 0.0318728 0
0.8 -7.93467 0.0738659 0
0.8 -7.84009 0.115139 0
0.8 -7.7048 0.155197 0
0.8 -7.53024 0.193611 0
0.8 -7.31826 0.229973 0
0.8 -7.07111 0.263897 0
0.8 -6.7914 0.295024 0
0.8 -6.4821 0.323024 0
0.8 -6.1465 0.347599 0
0.8 -5.78814 0.36849 0
0.8 -5.41082 0.385475 0
0.8 -5.01855 0.398374 0.0000158417
0.8 -4.61548 0.40705 0.0000920792
0.8 -4.20589 0.411411 0.000456842
0.8 -3.79411 0.411411 0.00188014
0.8 -3.38452 0.40705 0.00626923
0.8 -2.98145 0.398374 0.0166048
0.8 -2.58918 0.385475 0.0342526
0.8 -2.21186 0.36849 0.0534329
0.8 -1.8535 0.347599 0.0585491
0.8 -1.5179 0.323024 0.0317693
0.8 -1.2086 0.295024 -0.0326034
0.8 -0.92889 0.263897 -0.121432
0.8 -0.681737 0.229973 -0.211113
0.8 -0.469758 0.193611 -0.28212
0.8 -0.2952 0.155197 -0.327098
0.8 -0.159913 0.115139 -0.34945
0.8 -0.0653275 0.0738659 -0.357433
0.8 -0.0124261 0.0318728 -0.35899
0.8 0.0124261 0.0318728 0.438772
0.8 0.0653275 0.0738659 0.437052
0.8 0.159913 0.115139 0.428225
0.8 0.2952 0.155197 0.403485
0.8 0.469758 0.193611 0.353573
0.8 0.681737 0.229973 0.274357
0.8 0.92889 0.263897 0.173261
0.8 1.2086 0.295024 0.0710406
0.8 1.5179 0.323024 -0.00655586
0.8 1.8535 0.347599 -0.0442293
0.8 2.21186 0.36849 -0.0465213
0.8 2.58918 0.385475 -0.0314587
0.8 2.98145 0.398374 -0.0156679
